title,album,singer,id,date,populairty,duration,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,mood
the street is dead without you - Instrumental,,,71ZoTLUeIvX8kqR98E4PZ1,,1,110460,0.855,0.412,2,-13.882,1,0.0725,0.152,0.861,0.0972,0.391,124.999,4,sad
serene//rewind,,,1tX0Z3tA7vsal85V1sw3QM,,1,156825,0.568,0.867,0,-5.183,1,0.15,0.209,0,0.407,0.441,175.994,4,sad
Lieu ngay mua em co buon,,,156uoIy03KTzxKcv0csqmz,,1,161276,0.296,0.186,4,-21.153,0,0.0379,0.971,0.971,0.154,0.359,113.463,4,sad
ai rồi cũng bỏ anh đi,,,0h9XgolSQzMJJH1xrQsoPU,,1,275067,0.774,0.29,0,-13.957,1,0.0548,0.856,0.937,0.0992,0.454,118.007,4,sad
Could You Help Me Live?,,,4TRTvzuNd7o6pR29YOs98T,,1,222067,0.548,0.606,4,-6.74,1,0.0255,0.434,0.473,0.392,0.118,79.999,4,sad
I Love Those Days,,,0zzr4tSLSCLPYxB9Ji6HA9,,1,211252,0.71,0.652,0,-10.202,1,0.0332,0.133,0.00832,0.295,0.169,109.973,4,sad
Chúng ta đã mất nhau từ bao giờ,,,0NH6bDp5jQkGWQFbtMaeyd,,1,144600,0.553,0.131,2,-24.213,1,0.0282,0.967,0.875,0.105,0.407,80.035,4,sad
7711 (bảy bảy một một) [Acoustic Ver],,,57oEOsLQGQto9vUvMVB3Vy,,1,193949,0.527,0.183,9,-11.198,1,0.0323,0.818,0,0.101,0.218,111.651,4,sad
After the Rain,,,342kvni2b98OzoRXlx8Yqe,,1,147000,0.566,0.316,9,-15.174,1,0.0428,0.932,0.697,0.172,0.0381,80.005,4,sad
Lý Do Nào Để Quay Lại Với Nhau,,,5il1lMB67V4Hhu3aMvHSSv,,1,116000,0.732,0.444,2,-12.362,1,0.0401,0.439,0.0113,0.213,0.125,136.001,4,sad
If I,,,7ddRvYD7dIGy4DMk5R9eRN,,1,147457,0.552,0.386,9,-15.42,1,0.0529,0.922,0.000128,0.285,0.0536,120.267,5,sad
Sau Chia Tay...Ai Cũng Khác,,,7jL2RrkkCdWCZ2sgMbOD5x,,1,282947,0.683,0.208,1,-10.477,1,0.0417,0.944,0,0.0969,0.452,95.053,4,sad
Beneath the Rain,,,6ZHU9U1sN9raVSmDsei1x6,,1,209415,0.686,0.308,3,-16.232,1,0.0433,0.974,0.954,0.11,0.267,120.014,4,sad
One Summer's Day,,,1MFASTOgDmN4AdjC6aPX3b,,1,168168,0.686,0.228,0,-18.453,1,0.0494,0.97,0.937,0.0745,0.0968,139.934,4,sad
Say Goodbye,,,3xNIVmBIe839tAsoGe3A4b,,1,150415,0.706,0.297,3,-13.652,1,0.132,0.468,0,0.0725,0.123,104.049,4,sad
Inner Demons,,,2OjmXOwfH7XG3oBzuv54Dw,,1,220453,0.551,0.405,9,-8.822,1,0.0284,0.189,0,0.202,0.104,86.94,4,sad
Backstroke Fish,,,26op5MVfj62EdbFSFGeTDW,,1,306129,0.723,0.638,9,-5.55,1,0.06,0.419,0,0.153,0.408,133.993,4,sad
Ta Đã Từng Yêu Nhau Chưa,,,4nibvxRZ0Q3xqrdKSRZUZd,,1,235898,0.683,0.121,0,-13.522,1,0.0312,0.956,0.000308,0.11,0.226,99.972,4,sad
Lời Nói Điêu Trên Môi Em (Lofi) [feat. Freak D],,,5F752FHeg6DF3BGC1jpKhh,,1,176471,0.736,0.283,2,-10.342,1,0.0653,0.864,0.00576,0.359,0.395,169.966,4,sad
Đừng Nghe Máy,,,6VtfS06eULTWH32DwD5ps2,,1,201600,0.681,0.48,7,-9.015,1,0.0555,0.873,0.00129,0.107,0.309,150.0,4,sad
MỘT CHIẾC BUỒN,,,0BzfFF2BAS3B2OQfg3cY3b,,1,204545,0.71,0.27,2,-11.295,1,0.039,0.785,0,0.0844,0.469,88.015,4,sad
꽃날 (황진이 OST),,,2bh7CwpS8enLBMuk2p8pHG,,1,99888,0.675,0.242,7,-14.783,1,0.049,0.986,0.92,0.0989,0.223,149.939,3,sad
I Want to Know What Love Is - 1999 Remaster,,,1JLn8RhQzHz3qDqsChcmBl,,1,304787,0.477,0.471,6,-10.036,1,0.0277,0.193,1.76e-06,0.131,0.423,81.204,4,sad
All Out of Love,,,7dQC53NiYOY9gKg3Qsu2Bs,,1,243000,0.513,0.262,0,-16.875,1,0.0276,0.313,5.51e-06,0.456,0.357,108.383,4,sad
Do You Remember? - 2016 Remaster,,,3TLtCHUaiMHcQcJVGVW2p2,,1,275987,0.677,0.509,5,-7.472,1,0.0252,0.114,0.0134,0.0659,0.525,93.042,4,sad
Nikita,,,3G0ENKW9vzV0SuYKaWFflI,,1,343240,0.632,0.656,7,-9.29,1,0.0277,0.123,0.000264,0.0735,0.752,86.605,4,sad
Total Eclipse of the Heart,,,7wuJGgpTNzbUyn26IOY6rj,,1,267360,0.431,0.723,8,-5.887,1,0.0568,0.145,0,0.374,0.19,130.141,4,sad
The Living Years,,,4YBIuDWPsVy9pXLCUBORZN,,1,332333,0.527,0.429,8,-12.431,1,0.0321,0.655,0,0.0865,0.277,97.893,4,sad
Alone,,,54b8qPFqYqIndfdxiLApea,,1,218733,0.418,0.452,1,-13.099,1,0.0356,0.638,0.00026,0.0959,0.168,175.088,4,sad
Every Breath You Take,,,1JSTJqkT5qHq8MDJnJbRE1,,1,253920,0.82,0.452,1,-9.796,1,0.0348,0.543,0.00294,0.0714,0.74,117.401,4,sad
I'll Be Over You,,,1WeoeHh0TSzsApyJ6Q8OOK,,1,229880,0.515,0.277,10,-17.85,1,0.0255,0.062,0,0.258,0.413,82.167,4,sad
Missing You,,,1Qrdlkgg9I4J7r3P4kZNwr,,1,269760,0.552,0.552,11,-9.736,0,0.0364,0.052,0,0.046,0.593,208.571,4,sad
Every Time You Go Away - Radio Edit,,,05fHQeRbCSjKVS6z0WbQKJ,,1,267000,0.572,0.721,5,-8.959,1,0.0402,0.187,7.41e-06,0.216,0.844,164.252,4,sad
With Or Without You,,,4N0fzRX3T7QkOecp3pkWpp,,1,296227,0.546,0.537,2,-7.44,1,0.0268,0.000135,0.287,0.125,0.0923,109.908,4,sad
I Wish It Would Rain Down - 2016 Remaster,,,4F2t297QK40XFcIHqkmLHs,,1,327747,0.51,0.667,8,-4.715,1,0.0294,0.292,0.00683,0.313,0.356,125.887,4,sad
Hard to Say I'm Sorry,,,58DXqHKK7TfxUmhCq2ux4E,,1,232320,0.543,0.381,4,-8.565,1,0.0248,0.707,4.42e-06,0.249,0.188,72.332,4,sad
How Am I Supposed to Live Without You,,,3RMeOetCdXttthQK0clPuz,,1,255667,0.541,0.44,10,-12.206,1,0.031,0.191,0,0.114,0.232,140.273,4,sad
Miss You Like Crazy,,,6d1IYeSfyqOTW61rPgocGD,,1,234280,0.595,0.546,2,-6.251,1,0.0267,0.633,0.00422,0.0697,0.255,131.136,4,sad
Holding Back the Years - 2008 Remaster,,,1yg7fwwYmx9DQ2TdXUmfpJ,,1,269840,0.707,0.514,9,-8.885,0,0.0281,0.58,0.000159,0.0953,0.524,86.035,4,sad
Heartbreaker,,,3iMLRCGHLQ135LtMjKLkO8,,1,258206,0.671,0.514,1,-13.561,0,0.0239,0.0921,1.53e-05,0.137,0.803,100.771,4,sad
Purple Rain,,,54X78diSLoUDI3joC2bjMz,,1,520787,0.367,0.452,10,-10.422,1,0.0307,0.0353,0.00228,0.689,0.189,113.066,4,sad
One More Night - 2016 Remaster,,,6fkvIT9KFKxO8poBeKfaEf,,1,288973,0.534,0.442,3,-9.442,1,0.0308,0.788,0.000351,0.0986,0.343,136.369,4,sad
Broken Wings,,,78FHUZRbFDCG6VkRAQdFLm,,1,343933,0.286,0.5,1,-14.281,0,0.0357,0.134,4.57e-05,0.108,0.443,99.162,4,sad
On My Own,,,5HrVgmO1govSOrPUehW1VV,,1,290840,0.62,0.402,5,-12.964,1,0.0264,0.337,6.13e-05,0.312,0.483,92.093,4,sad
Carrie,,,29wJiSQcze8HEmxkUQykyp,,1,272133,0.455,0.487,7,-7.112,1,0.0264,0.114,2.43e-06,0.358,0.139,136.482,4,sad
Wish You Were Here,,,2pPRaqCyeKYWmzr8izgHJN,,1,287160,0.47,0.587,7,-13.109,1,0.0399,0.178,0.00412,0.336,0.53,183.883,4,sad
Throwing It All Away - Remastered 2007,,,4HtqqceiGSIdxnpKrTfeOB,,1,231400,0.365,0.605,6,-7.236,1,0.0264,0.143,0.00459,0.07,0.317,83.761,4,sad
Kissing a Fool - Remastered,,,7gfaQwPZu47Uh8rwKtsPwN,,1,280720,0.28,0.384,2,-9.845,0,0.031,0.114,1.33e-06,0.0831,0.143,77.949,4,sad
I've Never Been To Me,,,6DMOzL2zPZBAW0LDYCYLWm,,1,234773,0.473,0.332,10,-12.51,1,0.0426,0.843,0,0.0853,0.435,121.326,4,sad
Where Do Broken Hearts Go,,,7tLtIZclwLWk54PFAyDv5T,,1,277600,0.462,0.385,2,-12.173,1,0.0291,0.635,0,0.0682,0.244,61.876,4,sad
What Kind of Fool (feat. Barry Gibb),,,6qLfdfOdfrpD1B0V67eJpy,,1,245640,0.511,0.245,2,-16.755,1,0.0396,0.39,0,0.401,0.143,79.88,4,sad
New York Minute,,,6jkqaUJm7Tv0EWpY28iQq2,,1,394733,0.549,0.29,8,-12.172,0,0.0267,0.339,0,0.0376,0.105,132.027,4,sad
Wicked Game,,,7w5AOd6HrDIHewHfpABEss,,1,289067,0.663,0.296,9,-18.09,1,0.0294,0.68,0.00837,0.0879,0.359,112.306,4,sad
Still,,,4spErQWs900r6GUJaX6kvk,,1,224987,0.352,0.0613,1,-19.701,1,0.0366,0.894,9.44e-05,0.0984,0.186,124.378,4,sad
Fragile,,,5oE6INocVL9viDow5y8QNM,,1,236307,0.323,0.198,4,-21.035,0,0.0354,0.912,0.0698,0.0889,0.289,82.373,4,sad
Lonely Is the Night,,,6gAhuDvn8Ef6P710UMze9W,,1,249067,0.565,0.412,7,-14.092,1,0.0242,0.298,6.91e-06,0.206,0.351,83.19,4,sad
Lately,,,1QFNF3quXkux7v4RbWfaaF,,1,245240,0.452,0.147,1,-16.747,1,0.0338,0.451,0,0.109,0.272,76.133,4,sad
Hunting High and Low,,,5tewIdMVsaJWN19ZnmnPNN,,1,228693,0.513,0.676,9,-6.148,0,0.0309,0.301,0,0.0864,0.311,116.592,4,sad
(I Just) Died In Your Arms,,,0YPXkQthLWrhNGoKTbwCJ8,,1,278627,0.632,0.727,11,-11.209,0,0.0438,0.0119,7.64e-05,0.0678,0.499,124.919,4,sad
Tears On My Pillow,,,2NbUDftyUv4c3FcVH3J9pp,,1,149693,0.328,0.714,2,-5.448,0,0.036,0.122,0.000481,0.0844,0.314,210.21,3,sad
Jealous Guy,,,6EMQo2suHaUYZVsbGVTxSZ,,1,297307,0.51,0.622,4,-7.651,0,0.0268,0.0395,0.00532,0.128,0.387,77.663,4,sad
Careless Whisper,,,4jDmJ51x1o9NZB5Nxxc7gY,,1,300107,0.574,0.629,2,-8.815,0,0.0363,0.128,0,0.271,0.786,153.119,4,sad
Who Wants To Live Forever - Remastered 2011,,,3SGP8It5WDnCONyApJKRTJ,,1,295333,0.182,0.388,4,-8.672,0,0.0324,0.544,0.00134,0.114,0.0392,139.276,4,sad
Brothers In Arms - Remastered 1996,,,3elV4E1GOKfF0MVRgdp6eU,,1,420240,0.398,0.301,8,-13.88,0,0.0282,0.532,0.838,0.0685,0.138,79.109,4,sad
Almost Over You,,,0ecWnhvg6RRZ52uVULQf00,,1,217640,0.445,0.286,8,-8.433,1,0.0289,0.89,0,0.263,0.304,70.123,3,sad
Eyes Without A Face - Remastered,,,3HCah9Waf9Jby9gLIWN4MI,,1,297427,0.545,0.647,9,-9.693,1,0.0404,0.00823,0.22,0.159,0.552,85.76,4,sad
Come Back To Me,,,5EBWCGlCn65HM8Hglrc5V1,,1,332840,0.437,0.396,5,-13.083,0,0.0265,0.595,0.0188,0.142,0.0648,77.906,4,sad
Love Don't Live Here Anymore,,,2r1Mfkds5Wik30Fq6Ic87A,,1,236867,0.568,0.293,2,-17.335,0,0.0355,0.307,0.00182,0.0687,0.332,86.53,4,sad
Could've Been,,,1xvGuRbLxTkpb5UdUG7HME,,1,212693,0.474,0.238,1,-15.595,1,0.0271,0.554,3.95e-06,0.107,0.137,99.005,3,sad
Can't We Try - Single Version,,,0x1RspO36DgmXbZ9XmxvsN,,1,239667,0.561,0.319,9,-13.418,0,0.0313,0.466,0,0.0684,0.329,120.106,4,sad
When She Was My Girl,,,55YKbGM1MUejNobBJNHogd,,1,202667,0.652,0.692,5,-7.753,1,0.0433,0.093,0.000788,0.0981,0.775,100.338,4,sad
There's No Easy Way,,,7ePEIbrsRXk9En7noiLAo7,,1,227293,0.563,0.184,8,-16.386,1,0.0417,0.689,0,0.129,0.194,128.048,4,sad
Hurt so Bad,,,3c0Ys2ie05I4Csansv7Jhi,,1,196000,0.63,0.432,7,-9.454,0,0.0275,0.371,7.11e-05,0.11,0.604,99.889,4,sad
Be Still My Beating Heart,,,58me6gfG81fNG4v3dpRhh5,,1,334133,0.659,0.468,7,-16.647,1,0.0395,0.266,0.000525,0.0427,0.505,101.422,4,sad
I Know It's Over - 2011 Remaster,,,3M2bD9SMYnJIPdrTKUnBd3,,1,349187,0.407,0.424,0,-10.583,1,0.0318,0.0847,0,0.234,0.404,113.311,3,sad
Mothers Of The Disappeared,,,0hyTCepHLrkjWBtczMxUxZ,,1,314450,0.524,0.25,9,-20.571,1,0.033,0.121,0.863,0.267,0.0399,103.568,4,sad
Suicide Note,,,2xOpS11DZsce3hAtgVaI2u,,1,186527,0.359,0.117,2,-24.516,1,0.0336,0.965,0.918,0.149,0.187,74.031,4,sad
Crying Alone,,,6TFdDDIqRnse8jhvTQrdBc,,1,278920,0.359,0.0588,7,-20.706,1,0.0378,0.983,0.896,0.111,0.155,73.984,4,sad
Feelings,,,1vIkUXzBeQKWKo2HHGzWUp,,1,169490,0.551,0.0904,9,-19.955,1,0.0322,0.987,0.938,0.116,0.209,106.995,4,sad
Alone,,,28jAxlOzpzvUYcNg9L74Us,,1,306857,0.434,0.231,8,-19.894,0,0.0399,0.713,0.869,0.101,0.0441,117.925,4,sad
Dreaming,,,5Nwb33SFl2ubyuYtVj6d4K,,1,218094,0.579,0.296,7,-18.957,1,0.0307,0.992,0.948,0.102,0.623,125.986,4,sad
Lose You,,,3nGeq9lTVgGqp6ggyO4xE8,,1,195239,0.665,0.0395,6,-20.422,0,0.0451,0.992,0.965,0.0999,0.375,75.01,4,sad
First Love,,,4qBva9xOk82fhCFPc52GjI,,1,196884,0.489,0.0393,1,-24.388,1,0.0382,0.979,0.917,0.0992,0.138,169.883,4,sad
Falling to Pieces,,,3sYpS7LnCZ8zrmMMb8lhE0,,1,252152,0.158,0.0174,11,-26.419,0,0.0388,0.992,0.84,0.0832,0.0762,73.454,4,sad
Let You Down,,,1a8Z83QNpb5wNhXb8agt28,,1,234138,0.571,0.0491,7,-25.582,1,0.04,0.992,0.916,0.107,0.144,120.007,4,sad
You Belong to Me,,,3pImSQxtjZnQyppN899jZO,,1,194625,0.505,0.0407,7,-23.842,1,0.0328,0.989,0.94,0.112,0.147,79.98,4,sad
Say Goodbye,,,6CxyPwTZv0ecndwFUsEsOA,,1,266594,0.502,0.156,6,-15.715,0,0.0315,0.987,0.927,0.0972,0.191,77.991,4,sad
As I Lay Dying,,,1TUtOu4nc8HVjo5Hb99H5n,,1,265371,0.264,0.146,11,-16.355,0,0.0339,0.99,0.907,0.102,0.0688,103.981,4,sad
One Last Time,,,11XdMUAOGgO6e1YgoVboeN,,1,224580,0.426,0.088,11,-20.3,0,0.0341,0.984,0.869,0.11,0.116,103.436,4,sad
I Will Always Love You,,,6SpCHfjaboRjnirG8Y1ioL,,1,321504,0.511,0.0349,0,-23.882,1,0.0306,0.978,0.578,0.0842,0.115,91.017,4,sad
Missing You,,,4vjp0bUjui5XEg99Cm39vx,,1,240000,0.489,0.0336,10,-24.267,1,0.0398,0.993,0.903,0.115,0.217,64.993,4,sad
Pain,,,38pxlHfFf24A2s5oYfUVur,,1,270000,0.38,0.117,11,-18.773,1,0.0351,0.981,0.924,0.0964,0.082,68.017,4,sad
Feel My Pain,,,4l9wYxF3omJ5XVy5JG6VUv,,1,206842,0.202,0.0543,10,-22.445,0,0.0402,0.993,0.928,0.0993,0.0564,62.169,4,sad
I Love You,,,0cSMw7r2AqrMXLa4WLqiue,,1,234474,0.617,0.0916,10,-22.599,0,0.0467,0.98,0.941,0.152,0.228,76.009,3,sad
Miss Her,,,7xZOKgcAQIYVtrkS98alHX,,1,255371,0.286,0.0417,2,-23.355,1,0.0418,0.991,0.956,0.103,0.181,78.376,5,sad
Used to Be,,,0p44zFo2S1c50vmx0B7mPF,,1,265642,0.201,0.0394,10,-21.798,0,0.0334,0.989,0.839,0.0881,0.0754,73.742,4,sad
Fall,,,317RVUjgsO2MN5alajCVKd,,1,212454,0.245,0.54,0,-12.888,1,0.047,0.635,0.822,0.0886,0.211,75.898,4,sad
Crying over You,,,5HK8UCX7BFoCFoFfdUOCwI,,1,258113,0.474,0.0762,0,-18.772,0,0.0374,0.985,0.939,0.112,0.0926,105.874,4,sad
Don't Cry,,,3HQ3ZZD0bl138jAD9qceJR,,1,206562,0.728,0.189,8,-18.306,0,0.056,0.994,0.958,0.105,0.11,121.991,4,sad
Love Story,,,6XHVMlavtNZZkO8vwKtdJE,,1,187821,0.396,0.0213,0,-22.494,1,0.0933,0.995,0.96,0.0945,0.154,70.672,5,sad
Love Hurts,,,7koEHuwHzkw8MRwDyzz2zl,,1,175914,0.507,0.14,1,-19.342,1,0.031,0.988,0.615,0.105,0.146,134.031,4,sad
Love Me,,,0LvqbhG48wFCPlS1s4doYe,,1,250364,0.591,0.0669,6,-23.316,1,0.0334,0.991,0.928,0.147,0.211,110.005,4,sad
Never Let You Go,,,7zfhm7t75lXS0djROKOji0,,1,180857,0.637,0.0826,2,-19.424,1,0.0558,0.989,0.914,0.102,0.334,117.022,3,sad
Teardrops,,,6ODyylTzVhxtJWlr4WQF1b,,1,196833,0.378,0.0367,4,-24.454,1,0.0829,0.995,0.969,0.102,0.347,66.667,5,sad
Forgive Me,,,3mMwyZEnEFkr0CnsMJt2aU,,1,230839,0.498,0.0681,1,-22.351,1,0.0331,0.986,0.876,0.125,0.19,140.963,4,sad
Te Quise Amar,,,6WAnTbILFiczLzrZJvUEa1,,1,192941,0.504,0.288,6,-17.606,1,0.0336,0.987,0.921,0.1,0.285,102.026,4,sad
My Mistakes,,,4IftIDS89sKAu5eQkJPRCX,,1,204112,0.535,0.218,7,-13.585,1,0.0381,0.928,0.936,0.109,0.234,214.107,4,sad
If You Leave,,,7mdnAtyiAeTIkr1Vb77YPP,,1,315790,0.356,0.0828,6,-23.055,0,0.0362,0.992,0.904,0.107,0.047,76.034,4,sad
Wait,,,4zmXXpwo3XGHGMjT2AW2sW,,1,267102,0.411,0.125,1,-23.943,1,0.035,0.974,0.94,0.118,0.14,112.896,4,sad
Last Words,,,0u5vkCfSn4tI26tipIb8Sa,,1,203776,0.473,0.122,1,-20.965,1,0.0263,0.927,0.933,0.106,0.229,79.941,4,sad
Because of You,,,0MwmO5jpnQwxOQqOajQ9Wm,,1,106286,0.566,0.0652,6,-27.198,0,0.0543,0.993,0.919,0.101,0.439,96.03,4,sad
Miss You,,,7mEKf6M5GAM7LH7GXevftD,,1,212140,0.581,0.0597,0,-20.424,1,0.0656,0.988,0.905,0.115,0.16,171.947,1,sad
Gone,,,4bY0VZj8KDr2n6mV9j63B9,,1,189388,0.371,0.076,2,-23.696,1,0.0375,0.982,0.947,0.102,0.159,146.817,4,sad
Loneliness,,,0qAjkxP4FKm0sji5s7bfHz,,1,230000,0.414,0.0416,6,-21.349,1,0.0343,0.982,0.891,0.109,0.17,72.002,4,sad
Sorry,,,0hU5yuO2EmcWMK4vQX05JE,,1,197286,0.547,0.144,3,-22.494,1,0.137,0.995,0.908,0.104,0.403,200.033,4,sad
Suffer,,,2zZ2AVO18gquAuX4IiQjhn,,1,246667,0.526,0.102,4,-17.461,0,0.0325,0.975,0.958,0.0623,0.108,108.031,4,sad
Wonderland,,,1SdSnuXW07gGkVYzbhGSoG,,1,170632,0.646,0.214,9,-17.796,1,0.0746,0.992,0.921,0.119,0.141,134.001,3,sad
Last Letter,,,7qafLp58DIMEZqghBwfHoN,,1,187161,0.691,0.179,0,-20.806,0,0.0494,0.989,0.927,0.103,0.19,107.995,4,sad
You Left Me,,,6kHrGu4yqSQcaFLDk6rbvU,,1,264366,0.426,0.0339,10,-25.607,0,0.034,0.979,0.932,0.177,0.0711,77.027,4,sad
When I Die,,,0nweVGkUtmUMR19v2lPCBX,,1,170022,0.444,0.0159,10,-25.913,0,0.0379,0.991,0.929,0.0869,0.0803,60.069,4,sad
Till Forever Falls Apart,,,3SmwsHWTVkbe0uaAnS0wmX,,1,101603,0.585,0.00159,5,-32.11,1,0.0688,0.995,0.951,0.11,0.316,65.467,3,sad
You Lied to Me,,,2l42frn6A7FwaLk0tHKwve,,1,191562,0.564,0.107,0,-14.884,1,0.0383,0.993,0.76,0.117,0.157,72.002,4,sad
Miss Me,,,3MkalkEclMseDs1WOEwPbi,,1,197679,0.269,0.0901,3,-24.815,0,0.037,0.968,0.851,0.103,0.111,119.962,4,sad
When It Hurts,,,2C2ejuVqq6sCvqh3P6h8AJ,,1,276862,0.524,0.0497,11,-21.221,0,0.0357,0.98,0.937,0.0912,0.135,78.987,4,sad
So Lonely,,,1dhNnODC5CMzu0PqDseqFZ,,1,181368,0.71,0.0642,10,-20.243,0,0.0746,0.987,0.966,0.113,0.229,102.001,4,sad
See You Cry,,,3Uf00NF2bez7jTC7DwCRJN,,1,188567,0.592,0.247,6,-24.949,1,0.0431,0.991,0.882,0.107,0.038,126.0,4,sad
With You,,,3NpJXJymJmEAIjJFdUACHK,,1,244323,0.66,0.179,5,-19.958,1,0.0679,0.993,0.953,0.101,0.193,112.005,4,sad
Te Extraño,,,0o52H7ueIAYxl8EwvsdZwq,,1,320000,0.443,0.0566,10,-22.954,0,0.0352,0.982,0.944,0.102,0.0583,78.01,4,sad
For You,,,33CMz3L12pEF1C11ssYJw2,,1,228571,0.603,0.135,1,-17.524,0,0.0436,0.993,0.928,0.103,0.178,126.072,4,sad
Cry,,,1oB5Rmifl0T4klX4SI3ruA,,1,112153,0.215,0.182,8,-16.88,0,0.0323,0.99,0.75,0.107,0.145,92.858,4,sad
Last Breath,,,42c9c8CN7LKadhwFAIOXZU,,1,162865,0.557,0.0743,2,-25.611,1,0.0655,0.988,0.944,0.112,0.346,119.965,3,sad
Fall in Love,,,5X5ZyKbQKTK6vy3xwaBdto,,1,250508,0.426,0.11,9,-19.607,1,0.0429,0.984,0.937,0.097,0.14,79.533,4,sad
Love Never Dies,,,6gelmrykjAlwHjqNzapJNz,,1,202308,0.569,0.0564,2,-23.185,1,0.0385,0.989,0.937,0.116,0.102,78.01,4,sad
Falling in Love,,,00ayxiOvYuFnazi0OTAZa4,,1,186818,0.627,0.108,11,-17.258,1,0.0359,0.99,0.937,0.104,0.159,132.055,3,sad
Friends,,,7MW2VA8nV4ks5PpNVXQAYM,,1,206838,0.686,0.188,8,-17.968,0,0.0525,0.967,0.942,0.109,0.329,112.0,3,sad
When You Cry,,,2F451blHFhzOjmRFF7wtlx,,1,224262,0.507,0.0551,11,-24.487,0,0.038,0.972,0.843,0.0959,0.184,61.404,4,sad
If I Fall,,,0IvQR2fIV6XXND2CDeA3x0,,1,243304,0.669,0.12,5,-17.754,0,0.0365,0.991,0.891,0.112,0.242,73.003,4,sad
Left Alone,,,3LavPcSOVAxrpOZQq3SsYX,,1,175625,0.413,0.0194,10,-23.009,0,0.0564,0.985,0.952,0.112,0.15,81.967,4,sad
When I Cry,,,3XmGysXc75YyXqtW50gdPa,,1,187664,0.651,0.0409,9,-22.495,0,0.0504,0.951,0.871,0.315,0.0749,125.972,4,sad
Aun Te Amo,,,4T78C72Pek0298tnlylJAL,,1,204324,0.63,0.0644,2,-21.45,1,0.0361,0.983,0.9,0.106,0.24,147.941,4,sad
Ain't No Love,,,3mtnUMY437eekZY4L2NuKV,,1,252010,0.458,0.159,4,-18.648,1,0.056,0.99,0.94,0.098,0.217,124.968,3,sad
Me Siento Perdido,,,6IP2K75ZfjrP0CZ2XNxnZt,,1,148402,0.209,0.0334,11,-23.956,0,0.0414,0.985,0.897,0.104,0.0993,141.788,4,sad
Nothing Compares 2 U,,,3nvuPQTw2zuFAVuLsC9IYQ,,1,280040,0.511,0.574,5,-7.016,1,0.0273,0.0425,2.33e-05,0.105,0.161,119.917,4,sad
"It Must Have Been Love - From the Film ""Pretty Woman""",,,6qB7YcFpeBEQa0D6QO482y,,1,258787,0.52,0.652,5,-6.655,1,0.0274,0.34,5.49e-05,0.256,0.722,80.609,4,sad
Linger,,,0gEyKnHvgkrkBM6fbeHdwK,,1,274707,0.439,0.434,7,-14.918,1,0.0265,0.0783,4.87e-05,0.14,0.204,94.845,4,sad
Everybody Hurts,,,6PypGyiu0Y2lCDBN1XZEnP,,1,320267,0.467,0.324,2,-10.451,1,0.0255,0.615,0.0248,0.118,0.166,94.301,3,sad
Bed Of Roses,,,1zng9uqqXoPkmU05nsAlsw,,1,394400,0.309,0.596,5,-5.599,1,0.0293,0.101,0,0.21,0.161,164.587,3,sad
Why,,,2fYYmPNwDaNpw1KRSxpQ5H,,1,293838,0.532,0.471,0,-9.27,1,0.0237,0.281,6.05e-05,0.134,0.12,90.936,4,sad
Streets of Philadelphia - Single Edit,,,3fbnbn6A5O5RNb08tlUEgd,,1,195080,0.741,0.29,5,-13.251,1,0.0302,0.294,0.118,0.0924,0.443,93.699,4,sad
Angels,,,1M2nd8jNUkkwrc1dgBPTJz,,1,265000,0.429,0.594,4,-6.251,1,0.0277,0.156,4.95e-06,0.1,0.236,150.22,4,sad
Hazard,,,1ntKYuqLlmV3sTZoNyeHhM,,1,317307,0.676,0.582,7,-10.345,0,0.0258,0.175,0.00396,0.0672,0.648,124.838,4,sad
Ordinary World,,,0wokCRaKD0zPNhMRXAgVsr,,1,340200,0.472,0.652,1,-10.171,0,0.0305,0.0131,1.12e-05,0.14,0.401,140.124,4,sad
Tears in Heaven,,,7utRJ4BeYx85khzP3lKoBX,,1,271760,0.498,0.242,9,-12.238,1,0.0257,0.835,0.536,0.133,0.312,153.744,4,sad
For Whom The Bell Tolls,,,4jVu0QPK9BVeNgAmfvkocn,,1,306533,0.537,0.695,4,-6.886,1,0.0365,0.0535,0,0.0691,0.338,82.055,4,sad
Without You,,,1kMOJBmpfWD9fir6st9uqS,,1,213667,0.576,0.526,6,-8.524,1,0.0325,0.323,2.01e-06,0.0548,0.147,122.06,4,sad
Don't Speak,,,7H8zey5My6uNdD2TxeCb9F,,1,263000,0.522,0.707,5,-7.113,0,0.0354,0.24,2.04e-05,0.156,0.572,76.05,4,sad
Crying in the Rain,,,6c9nkeetGbsoXa7d5E1wHa,,1,260227,0.394,0.547,2,-9.276,1,0.0383,0.436,0.000111,0.344,0.151,181.74,4,sad
Un-Break My Heart,,,35FrSEASDKsZnStrgnT4vp,,1,270467,0.634,0.422,11,-8.472,0,0.0274,0.401,0,0.116,0.125,109.953,4,sad
Spending My Time,,,2OHym1q6nzgtT75UCNjjro,,1,275667,0.42,0.574,4,-5.149,1,0.0292,0.238,0.000115,0.127,0.218,170.549,4,sad
Immortality (feat. Bee Gees),,,0HuNPrWCyZpCx59pu9ON99,,1,250893,0.546,0.315,2,-11.208,1,0.0324,0.601,3.43e-06,0.0795,0.0756,82.951,4,sad
